,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
206,14FOOD-0026,Sashimi Sashimi,95.0,03/07/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink is soiled. Wash and sanitize the surface of the drain boards and basins.,640 CHURCH ST,Evanston,IL,60201,"640 CHURCH ST
Evanston, IL 60201
(42.048204, -87.680579)"
184,09FOOD-0029,Little Wok,95.0,02/21/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.The tempura batter was out on a counter at 57 F so it was discarded. Keep all batter refrigerated or use time to control bacteria by time labeling,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
760,12FOOD-0034,Burger King #9067,95.0,09/04/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the shelving in the walk in cooler and walk in freezer is soiled. Routinely clean all floors.,1829 DEMPSTER ST,Evanston,IL,60201,"1829 DEMPSTER ST
Evanston, IL 60201
(42.041128, -87.698699)"
181,09FOOD-0029,Little Wok,95.0,02/21/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Shelves are filthy with dried greasy oily food residue under work tables in the cook line and prep line. Do not use spiral paper notebooks as shelf liner. Remove the paper notebooks and clean the shelves daily. The notebooks are filthy and so is the cart shelves.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
235,09FOOD-0344,527 Cafe,95.0,08/15/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths were found on counter tops. Store wiping cloths in a sanitizing solution between use.,527 DAVIS ST,Evanston,IL,60201,"527 DAVIS ST
Evanston, IL 60201
(42.046032, -87.679092)"
94,09FOOD-0357,Koi Fine Asian Cuisine,95.0,01/26/2018,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",Please keep garbage area clean.  grease trap and trash container were observed overflowed.,624 DAVIS ST,Evanston,IL,60201,"624 DAVIS ST
Evanston, IL 60201
(42.046442, -87.680618)"
932,09FOOD-0045,Mustard's Last Stand,95.0,06/25/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed freezer shelves to be soiled with food scraps.  Please clean shelves.,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
286,09FOOD-0303,Park School,95.0,09/05/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Noodles with vegetables was found holding 115F. Food must be held at 135F or above. Food is to be reheated to 165F before serving.,828 MAIN ST,Evanston,IL,60202,"828 MAIN ST
Evanston, IL 60202
(42.033969, -87.683146)"
928,14FOOD-0026,Sashimi Sashimi,95.0,06/29/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Box of cucumbers found stored on the floor. Store all food at least 6inches above the floor.,640 CHURCH ST,Evanston,IL,60201,"640 CHURCH ST
Evanston, IL 60201
(42.048204, -87.680579)"
927,09FOOD-0247,Bluestone Restaurant,95.0,07/23/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Lid of chest freezer in basement (holds bread) does not close due to ice buildup. Thaw freezer to close lid.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
278,09FOOD-0029,Little Wok,95.0,06/12/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the cooler under the sushi area are torn. Replace the gaskets.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
136,14FOOD-0050,D & D Dogs Inc,95.0,02/13/2018,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Purchase new sanitizing quat tablets as the ones on site expired in October of 2017.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
916,09FOOD-0247,Bluestone Restaurant,95.0,12/03/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw meat found stored next to and overflowing onto cut onions in prep cooler. Store raw items separate from ready-to-eat food in order to prevent cross contamination.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
273,09FOOD-0029,Little Wok,95.0,09/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floors under the cook line coolers are soiled. Routinely clean the floors.The floors under the wok station are soiled. Routinely clean the floors.The floors under the shelving in the walk in cooler are soiled. Routinely clean the floors.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
912,14FOOD-0026,Sashimi Sashimi,95.0,06/29/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",1. Unnecessary articles of equipment found in establishment. Remove unneeded items to allow for easy cleaning and pest prevention.,640 CHURCH ST,Evanston,IL,60201,"640 CHURCH ST
Evanston, IL 60201
(42.048204, -87.680579)"
934,09FOOD-0344,527 Cafe,95.0,04/06/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Establishment contains a large quantity of unnecessary articles. This makes cleaning and pest control more difficult. Remove unnecessary items and clutter.,527 DAVIS ST,Evanston,IL,60201,"527 DAVIS ST
Evanston, IL 60201
(42.046032, -87.679092)"
271,09FOOD-0375,Westminster Place,95.0,12/14/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Back cooler was found holding sliced cheese at 47F. This is likely due to blocked air flow in the cooler. Remove items from the lower shelves until cooler is serviced to hold 41F or below in each section. Cheese was discarded. Top food items were found holding 41F.,3200 GRANT ST,Evanston,IL,60201,"3200 GRANT ST
Evanston, IL 60201
(42.058918, -87.721945)"
886,09FOOD-0247,Bluestone Restaurant,95.0,07/23/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prep cooler is not holding proper temperature. Food in cooler is found to be 45-51F. Remove all items from the cooler. Cooler must be repaired to hold food at 41F or below.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
871,09FOOD-0247,Bluestone Restaurant,95.0,12/03/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found stored on counter tops. Store in a sanitizing solution between use.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
742,14FOOD-0050,D & D Dogs Inc,95.0,11/28/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line coolers and cooking equipment are soiled near the baseboard. Routinely clean the floors. The baseboard under the 3 compartment sink is damaged/missing. Repair the damage. The floor in various areas is damaged. Repair the floor to be easily cleanable |  smooth |  and non absorbent.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
867,09FOOD-0344,527 Cafe,95.0,08/15/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Multiple dead bugs found on the floor in the basement. Clean floors to remove bugs.,527 DAVIS ST,Evanston,IL,60201,"527 DAVIS ST
Evanston, IL 60201
(42.046032, -87.679092)"
176,09FOOD-0029,Little Wok,95.0,02/21/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.Found 2 unlabeled spray bottles in the dishwashing area.Label the spray bottles to correctly identify the liquids.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
177,09FOOD-0029,Little Wok,95.0,02/21/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.1. PIC is not knowledgeable in food service management. PIC did not know manual dishwashing procedures or chemical used to sanitize.2. All employees have Illinois Food Handle Certificates.FSSMC Yi Qiana Zhao exp 2/22/21FSSMC Dexin Tan exp 5/3/22I was told by the off site manager Tom that Yi Qiana does not speak English,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
178,09FOOD-0029,Little Wok,95.0,02/21/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION.Back hansink obstructed from use by a bucket in the sink and boxes in front of the sink. Keep the handsink free and clear at all times for handwashing.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
239,09FOOD-0247,Bluestone Restaurant,95.0,07/23/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.  Not currently on site. A food protection manager must be on site during all hours of food preparation.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
754,09FOOD-0029,Little Wok,95.0,09/27/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Sides of the cooking equipment are soiled. Routinely clean all food contact surfaces.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
179,09FOOD-0029,Little Wok,95.0,02/21/2018,(39) VENTILATION: Rooms and equipment; vented as required.,1.Clean the floor under the ice  machine to remove the filthy food residue and items that are on the floor.2 clean the floor under the dishmachine  | Nader moveable equipment to remove visible food residue.,2426 MAIN ST,Evanston,IL,60202,"2426 MAIN ST
Evanston, IL 60202
(42.033688, -87.706748)"
249,09FOOD-0247,Bluestone Restaurant,95.0,07/23/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Sliced cheese is over stacked in prep cooler. This prevents the cheese from holding proper temperature. Always store cheese below the cooler line. 2. Food found stored on the floor of the walk-in cooler. Store all food at least 6 inches above the floor. 3. Food shelf stored next to mop sink. Do not store food near mop sink. Move all food items away from sink.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
377,14FOOD-0050,D & D Dogs Inc,95.0,11/28/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. There is no certified food manager certificate on site. The employee stated he has the certificate just not on site. He will bring a copy to the restaurant.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
813,14FOOD-0026,Sashimi Sashimi,95.0,03/07/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. 6-8 rodent droppings observed on the floor in the basement. Clean and sanitize floor. 1. Repair the damaged wall. 2. Repair peeling base board. 3. Seal floor in back corner of basement. Keep walls and floors sealed and in good condition for pest prevention.,640 CHURCH ST,Evanston,IL,60201,"640 CHURCH ST
Evanston, IL 60201
(42.048204, -87.680579)"
474,09FOOD-0045,Mustard's Last Stand,95.0,10/25/2018,(2) FOOD: Original Container; properly labeled.,observed food items in walk in and cooler not labeled.  Please assure foods that are stored have proper labels affixed to the container.,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
1054,12FOOD-0034,Burger King #9067,95.0,09/04/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The lid to the burger freezer is in disrepair. Repair/replace the lid.,1829 DEMPSTER ST,Evanston,IL,60201,"1829 DEMPSTER ST
Evanston, IL 60201
(42.041128, -87.698699)"
1051,09FOOD-0045,Mustard's Last Stand,95.0,10/25/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",observed walk in door gaskets to be covered in duct tape.  please replace the gaskets with new seals to aid in keeping temperatures cool,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
388,09FOOD-0045,Mustard's Last Stand,95.0,10/25/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed thermometers to be missing in large cooler and prep coolers.  Please provide and display secondary thermometer conspicuosly,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
465,09FOOD-0247,Bluestone Restaurant,95.0,03/12/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Ceiling in the kitchen is peeling and in poor repair. Replace soon.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
464,09FOOD-0247,Bluestone Restaurant,95.0,07/23/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found sitting on counter tops. Store wiping cloths in a sanitizing solution between use.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
495,12FOOD-0023,World of Beer,95.0,09/13/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Top |  interior surface of the ice machine is soiled. Clean and sanitize the surface.,1601 SHERMAN AVE,Evanston,IL,60201,"1601 SHERMAN AVE
Evanston, IL 60201
(42.047301, -87.681837)"
518,09FOOD-0357,Koi Fine Asian Cuisine,95.0,10/29/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",observed uncovered food in walk in |   Please assure foods being held cold are properly covered to prevent contamination.,624 DAVIS ST,Evanston,IL,60201,"624 DAVIS ST
Evanston, IL 60201
(42.046442, -87.680618)"
512,09FOOD-0344,527 Cafe,95.0,12/07/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Facility contains clutter and unnecessary items. Begin organizing and removing unnecessary items. This will help with pest prevention.,527 DAVIS ST,Evanston,IL,60201,"527 DAVIS ST
Evanston, IL 60201
(42.046032, -87.679092)"
387,09FOOD-0344,527 Cafe,95.0,08/15/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces contain food debris. Clean surfaces.,527 DAVIS ST,Evanston,IL,60201,"527 DAVIS ST
Evanston, IL 60201
(42.046032, -87.679092)"
533,09FOOD-0247,Bluestone Restaurant,95.0,03/12/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",The surface of the sink basins are soiled. Clean and sanitize the basins.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
1063,09FOOD-0357,Koi Fine Asian Cuisine,95.0,10/29/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,please clean gaskets and base shelves of coolers paying special attention to prep coolers where food scraps and crumbs were observed.,624 DAVIS ST,Evanston,IL,60201,"624 DAVIS ST
Evanston, IL 60201
(42.046442, -87.680618)"
520,14FOOD-0026,Sashimi Sashimi,95.0,10/08/2018,(39) VENTILATION: Rooms and equipment; vented as required.,Basement is very smoky due to electric fryer. Discontinue use in the basement. Equipment requires additional ventilation.,640 CHURCH ST,Evanston,IL,60201,"640 CHURCH ST
Evanston, IL 60201
(42.048204, -87.680579)"
431,09FOOD-0184,Albany Care,95.0,07/17/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodinewiping cloths observed on cutting boards |  please store wiping cloths in sanitizing solution when not in use,901 MAPLE AVE,Evanston,IL,60202,"901 MAPLE AVE
Evanston, IL 60202
(42.034163, -87.685223)"
510,14FOOD-0050,D & D Dogs Inc,95.0,11/28/2018,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Knives are being stored between the ice machine and cooler. This area is prone to contamination. Store the knives in another location.,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)"
389,09FOOD-0184,Albany Care,95.0,07/17/2018,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",test kit for sanitizer not used or found.  Please assure test strips are used to test sanitizer,901 MAPLE AVE,Evanston,IL,60202,"901 MAPLE AVE
Evanston, IL 60202
(42.034163, -87.685223)"
400,09FOOD-0247,Bluestone Restaurant,95.0,07/23/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Back door does not completely close. This leaves a large crack that allowed multiple flies to enter the facility. Repair door to create a tight seal to prevent pests from entering.,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)"
440,09FOOD-0045,Mustard's Last Stand,95.0,06/25/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Observed duct tape around seal of walk in cooler.  Please remove duct tape and replace with proper seal.,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
480,12FOOD-0023,World of Beer,95.0,09/13/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Soda dispenser nozzles at bar are slightly soiled. Clean and sanitize to remove the residue.,1601 SHERMAN AVE,Evanston,IL,60201,"1601 SHERMAN AVE
Evanston, IL 60201
(42.047301, -87.681837)"
479,09FOOD-0045,Mustard's Last Stand,95.0,10/25/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on tables.  please store wiping cloths in sanitizing solution to prevent pathogen growth.,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
1066,09FOOD-0357,Koi Fine Asian Cuisine,95.0,07/26/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed several floor coolers in the kitchen especially under the microwave with food particles in the door track and at base of cooler. Please thoroughly clean the inside of all coolers paying special attention to food particles in sliding door track.,624 DAVIS ST,Evanston,IL,60201,"624 DAVIS ST
Evanston, IL 60201
(42.046442, -87.680618)"
1105,09FOOD-0045,Mustard's Last Stand,95.0,10/25/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,observed crumbs and food scraps at base of large cooler and prep coolers.  Please clean the bases of coolers and sanitize.,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)"
919,09FOOD-0345,Sea Ranch,96.0,10/22/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. Back hand wash sink was found blocked with a tray and rice cooker. Keep hand sink unblocked and accessible at all times.,518 DEMPSTER ST,Evanston,IL,60202,"518 DEMPSTER ST
Evanston, IL 60202
(42.0412, -87.680043)"
922,14FOOD-0005,Eurest Dining Services,96.0,07/31/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor is damaged in various locations throughout the kitchen. The floor is scheduled to be repaired. The entry floor to the walk in cooler is damaged. It is scheduled to be repaired.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
925,09FOOD-0345,Sea Ranch,96.0,06/05/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. Back and front hand sinks were blocked. Do not block hand sinks. Always keep sinks easily accessible.,518 DEMPSTER ST,Evanston,IL,60202,"518 DEMPSTER ST
Evanston, IL 60202
(42.0412, -87.680043)"
1109,09FOOD-0042,Bill's Drive-In,96.0,10/30/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed one of two chilies in cooler uncovered. Please assure food items are covered while stored to prevent cross-contamination,120 ASBURY AVE,Evanston,IL,60202,"120 ASBURY AVE
Evanston, IL 60202
(42.020035, -87.69019)"
915,09FOOD-0337,Steak 'N Shake #470,96.0,12/06/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall tiles are damaged/missing in the men's bathroom next to the urinal. Repair the damage.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
696,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,05/10/2018,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. Employee touched ready-to-eat food with bare hands. Do not touch any ready-to-eat foods with bare hands. Use a utensil or a gloved hand (wash hands prior to wearing gloves).,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
540,09FOOD-0060,Prairie Joe's,96.0,08/29/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer bucket when not in use.,1921 CENTRAL ST,Evanston,IL,60201,"1921 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699664)"
672,14FOOD-0005,Eurest Dining Services,96.0,03/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",1.Please clean the floor by the dishmachine to remove the visible food residue and have your pest control company replace the visibly soiled grey mouse catch box as it is very visibly soiled and may be contributing to the fruit fly activity in this area.2. Please clean the floor by the Cleveland hot holding unit to remove the visible plaster particles and around the Vulcan oven to remove the grease on the floor.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
1074,16FOOD-0041,Pizza Hut #32443,96.0,08/08/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia 0ppm in 3 compartment sink and sanitizer buckets. Dispenser is not currently working. Have the dispenser serviced. Manually add sanitizer for the 3 compartment sink.,1115 EMERSON ST,Evanston,IL,60201,"1115 EMERSON ST
Evanston, IL 60201
(42.052149, -87.687006)"
407,14FOOD-0005,Eurest Dining Services,96.0,03/27/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.1.Buffet cut melon and hard boiled eggs are being held above 41 F at temperatures ranging from plus 3 to plus 5 degrees above requirements.Toss these products at the end of the breakfast service.In addition |  overstacking the product makes it difficult to maintain food temps at maximum 41 F2. Hot rice dish at 98 F in the holding unit must be maintained at 135 F minimum. Since the item was cooked this morning I asked that the unit temp be raised.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
319,09FOOD-0173,Union Pizzeria,96.0,12/26/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling panel near the fume hood is peeling. Repair the ceiling to be smooth |  and easily cleanable.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
639,09FOOD-0337,Steak 'N Shake #470,96.0,03/29/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the top cooler door next to the fryer are in disrepair. Replace the gaskets with ones that provide a tight seal. A plastic tray next to the milk dispenser is in disrepair. Discard the tray.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
500,09FOOD-0060,Prairie Joe's,96.0,08/29/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",There are various clutter on shelving. Remove all unnecessary items and organize shelving.,1921 CENTRAL ST,Evanston,IL,60201,"1921 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699664)"
645,09FOOD-0173,Union Pizzeria,96.0,04/30/2018,(2) FOOD: Original Container; properly labeled.,There are no previous 90 day tags on site. Maintain the shellfish tags for 90 days in order to trace back in the event of an illness.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
961,14FOOD-0005,Eurest Dining Services,96.0,03/27/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.Presence of fruit fly activity near the hot water heater and the dishmachine is the result of fruit fly breeding in dirty mops |  brooms and dust pans |  and floors which must be cleaned regularly to eliminate decaying organic material on the bristles in the dust pan |  floors and refuse containers.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
957,09FOOD-0173,Union Pizzeria,96.0,08/29/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",The bathroom doors do not self close. Install self closing devices on the bathroom doors.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
303,09FOOD-0054,Peet's Coffee & Tea,96.0,06/12/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Bottle of detergent for dish machine was found empty. Bottle was replaced during inspection.,1622 CHICAGO AVE,Evanston,IL,60201,"1622 CHICAGO AVE
Evanston, IL 60201
(42.046841, -87.679374)"
947,14FOOD-0005,Eurest Dining Services,96.0,11/19/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the front deli counter is soiled. Routinely clean the floors. The baseboard outside the wall in cooler is damaged. The manager stated it is set to be repaired in December. The floor paneling the walk in cooler is damaged. The manager stated it is set to be repaired in December.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
1086,09FOOD-0337,Steak 'N Shake #470,96.0,03/29/2018,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",The outside dumpster is open. The dumpster must be closed at all times to discourage pest activity.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
